# OBS_DATE
2006-04-09T04:58:42.323
# TELESCOPE
ESO-VLT-U2
# INSTRUMENT
UVES
# TARGET
2MASS J13004255+1912354
# EXPOSURE TIME (SEC)
3899.9993
# PROGRAMME ID
077.C-0449(A)
# RIGHT ASCENSION
13:00:42.2
# DECLINATION
19:12:26.8
# DETECTOR GAIN
0.63
# WAVELENGTH UNIT
Angstrom
# FLUX UNIT
ADU
# COMMENT
Adapted from the FITS (Flexible Image Transport System) format is defined in 'Astronomy
and Astrophysics', volume 376, page 359; bibcode: 2001A&A...376..359H
# DATA
WAVELENGTH,FLUX
6733.0430,35.8868
6733.0821,54.3740
6733.1212,49.6245
6733.1603,32.8273
6733.1994,42.2939
6733.2385,29.0462
6733.2776,36.9146
6733.3167,34.2648
6733.3558,36.9241
6733.3949,34.1220
6733.4340,35.7961
6733.4731,40.5517
6733.5122,39.8995
6733.5513,31.4610
6733.5904,36.2463
6733.6295,49.1224
6733.6686,51.5399
6733.7077,55.3774
6733.7467,59.4251
6733.7858,49.8095
6733.8249,55.8872
6733.8640,47.9507
6733.9031,49.4515
6733.9422,57.0121
6733.9813,42.3436
6734.0204,48.9582
6734.0595,48.6313
6734.0986,50.4892
6734.1377,53.2647
6734.1768,38.1264
6734.2159,46.5281
6734.2550,43.7468
6734.2941,41.1964
6734.3332,43.4338
6734.3723,58.0357
6734.4114,32.5367
6734.4505,39.8618
6734.4895,41.2352
6734.5286,38.8222
6734.5677,39.9007
6734.6068,40.3064
6734.6459,40.3888
6734.6850,36.5263
6734.7241,36.3536
6734.7632,40.3670
6734.8023,45.8363
6734.8414,40.7797
6734.8805,37.9093
6734.9196,36.5120
6734.9587,29.1983
6734.9978,50.6346
6735.0369,40.6146
6735.0760,42.9997
6735.1151,47.0601
6735.1542,35.4633
6735.1932,51.6944
6735.2323,46.1266
6735.2714,37.7256
6735.3105,30.4705
6735.3496,27.5137
6735.3887,49.0071
6735.4278,43.9785
6735.4669,43.0547
6735.5060,49.7750
6735.5451,56.4098
6735.5842,40.2056
6735.6233,38.2799
6735.6624,38.5806
6735.7015,47.1053
6735.7406,28.0632
6735.7797,41.4008
6735.8188,31.0594
6735.8579,32.8413
6735.8970,30.8995
6735.9360,25.8967
6735.9751,32.2073
6736.0142,35.2041
6736.0533,32.5482
6736.0924,37.6855
6736.1315,39.5415
6736.1706,38.8487
6736.2097,50.6243
6736.2488,56.5252
6736.2879,47.8362
6736.3270,49.5882
6736.3661,49.0090
6736.4052,59.2355
6736.4443,45.6799
6736.4834,40.3679
6736.5225,44.3087
6736.5616,38.9247
6736.6007,51.2297
6736.6398,42.1024
6736.6788,41.9072
6736.7179,46.3114
6736.7570,49.9145
6736.7961,33.4109
6736.8352,54.8626
6736.8743,41.3223
6736.9134,42.7670
6736.9525,56.7941
6736.9916,26.6135
6737.0307,48.0433
6737.0698,35.8824
6737.1089,41.5439
6737.1480,54.1860
6737.1871,48.8485
6737.2262,44.3778
6737.2653,39.0943
6737.3044,40.6181
6737.3435,44.8406
6737.3826,48.5642
6737.4216,38.4739
6737.4607,50.5792
6737.4998,50.5373
6737.5389,45.7185
6737.5780,45.9968
6737.6171,48.1137
6737.6562,41.7653
6737.6953,48.7600
6737.7344,48.9209
6737.7735,46.4857
6737.8126,48.6819
6737.8517,50.8247
6737.8908,40.1244
6737.9299,37.1647
6737.9690,38.1337
6738.0081,43.0408
6738.0472,43.1041
6738.0863,50.7840
6738.1254,47.8179
6738.1644,55.6758
6738.2035,55.2318
6738.2426,23.7457
6738.2817,50.8659
6738.3208,55.0518
6738.3599,62.2541
6738.3990,54.9506
6738.4381,45.7208
6738.4772,44.5267
6738.5163,55.7244
6738.5554,36.0664
6738.5945,44.2427
6738.6336,54.8009
6738.6727,62.2335
6738.7118,50.2649
6738.7509,36.1927
6738.7900,43.3230
6738.8291,44.6760
6738.8681,43.1872
6738.9072,40.8248
6738.9463,49.7544
6738.9854,51.3152
6739.0245,46.6140
6739.0636,41.6603
6739.1027,40.2698
6739.1418,34.1342
6739.1809,27.1997
6739.2200,27.1169
6739.2591,28.6004
6739.2982,35.1274
6739.3373,39.0026
6739.3764,39.2909
6739.4155,33.4098
6739.4546,32.5020
6739.4937,46.5272
6739.5328,35.9857
6739.5719,28.7129
6739.6109,30.2719
6739.6500,41.4848
6739.6891,43.2196
6739.7282,45.3640
6739.7673,62.9022
6739.8064,46.4759
6739.8455,42.3416
6739.8846,33.7965
6739.9237,29.5804
6739.9628,32.7409
6740.0019,32.4623
6740.0410,39.6355
6740.0801,43.1468
6740.1192,41.1268
6740.1583,35.0376
6740.1974,42.6075
6740.2365,57.3151
6740.2756,49.3229
6740.3147,49.3697
6740.3537,52.9824
6740.3928,49.1582
6740.4319,44.1711
6740.4710,39.0465
6740.5101,41.9507
6740.5492,35.7407
6740.5883,48.6348
6740.6274,50.3975
6740.6665,41.1493
6740.7056,36.9346
6740.7447,48.2221
6740.7838,39.8247
6740.8229,44.8657
6740.8620,52.7998
6740.9011,41.5967
6740.9402,51.6205
6740.9793,54.8496
6741.0184,52.2448
6741.0575,56.3266
6741.0965,47.8132
6741.1356,48.2727
6741.1747,60.1178
6741.2138,57.3068
6741.2529,51.3189
6741.2920,37.7729
6741.3311,36.5471
6741.3702,40.0037
6741.4093,48.4852
6741.4484,41.4579
6741.4875,51.7949
6741.5266,55.7945
6741.5657,56.5537
6741.6048,46.2790
6741.6439,41.5570
6741.6830,46.4254
6741.7221,46.0135
6741.7612,42.3666
6741.8003,37.7785
6741.8393,33.6654
6741.8784,37.1390
6741.9175,37.2412
6741.9566,46.5286
6741.9957,45.7412
6742.0348,47.1947
6742.0739,37.3715
6742.1130,27.1041
6742.1521,42.8649
6742.1912,43.7463
6742.2303,43.0420
6742.2694,40.9829
6742.3085,33.0319
6742.3476,34.2980
6742.3867,40.8836
6742.4258,46.2329
6742.4649,46.9102
6742.5040,42.3329
6742.5430,42.0749
6742.5821,43.7416
6742.6212,44.8413
6742.6603,53.4179
6742.6994,48.9969
6742.7385,51.0601
6742.7776,50.2747
6742.8167,48.6226
6742.8558,41.4792
6742.8949,50.5467
6742.9340,44.1473
6742.9731,43.0575
6743.0122,34.9769
6743.0513,37.9793
6743.0904,46.0041
6743.1295,50.8914
6743.1686,44.4588
6743.2077,30.7463
6743.2468,56.8725
6743.2858,49.2440
6743.3249,58.9014
6743.3640,49.0815
6743.4031,45.7315
6743.4422,43.4397
6743.4813,50.3797
6743.5204,33.8009
6743.5595,44.8153
6743.5986,46.8208
6743.6377,45.3657
6743.6768,48.9989
6743.7159,48.0337
6743.7550,42.1519
6743.7941,49.3224
6743.8332,48.8639
6743.8723,50.6239
6743.9114,50.6959
6743.9505,49.6564
6743.9896,49.1704
6744.0286,52.3297
6744.0677,52.6155
6744.1068,49.6244
6744.1459,57.5559
6744.1850,48.0446
6744.2241,40.0125
6744.2632,40.1866
6744.3023,38.1139
6744.3414,46.8691
6744.3805,42.9170
6744.4196,49.5016
6744.4587,42.9649
6744.4978,34.0115
6744.5369,40.2839
6744.5760,45.8158
6744.6151,41.5085
6744.6542,39.5512
6744.6933,39.7263
6744.7324,40.9752
6744.7714,58.6202
6744.8105,45.8747
6744.8496,50.2982
6744.8887,46.1252
6744.9278,46.6662
6744.9669,47.5537
6745.0060,50.9419
6745.0451,60.2848
6745.0842,48.9336
6745.1233,35.9792
6745.1624,38.1539
6745.2015,43.9479
6745.2406,44.4417
6745.2797,48.2254
6745.3188,50.6146
6745.3579,44.0820
6745.3970,51.3347
6745.4361,50.5737
6745.4752,46.3514
6745.5142,41.8097
6745.5533,36.4106
6745.5924,34.0283
6745.6315,43.7499
6745.6706,52.5136
6745.7097,42.5888
6745.7488,36.3852
6745.7879,34.8905
6745.8270,42.1276
6745.8661,31.4016
6745.9052,42.1947
6745.9443,39.6578
6745.9834,25.8983
6746.0225,40.3629
6746.0616,38.8737
6746.1007,34.0855
6746.1398,42.1378
6746.1789,46.8604
6746.2180,52.4847
6746.2570,55.2420
6746.2961,44.6702
6746.3352,39.0471
6746.3743,34.8698
6746.4134,44.6541
6746.4525,42.9773
6746.4916,23.4189
6746.5307,33.6428
6746.5698,41.3119
6746.6089,36.8487
6746.6480,40.5722
6746.6871,49.3049
6746.7262,39.9762
6746.7653,40.7087
6746.8044,47.9916
6746.8435,47.9570
6746.8826,42.3709
6746.9217,44.4696
6746.9607,58.3608
6746.9998,46.6463
6747.0389,53.8418
6747.0780,43.5968
6747.1171,36.2175
6747.1562,44.7423
6747.1953,43.7673
6747.2344,51.8548
6747.2735,52.4713
6747.3126,51.3699
6747.3517,42.8026
6747.3908,40.3116
6747.4299,35.8414
6747.4690,47.9035
6747.5081,52.8133
6747.5472,39.1464
6747.5863,41.0029
6747.6254,52.6976
6747.6645,50.8262
6747.7035,48.5771
6747.7426,47.5745
6747.7817,49.0595
6747.8208,38.5817
6747.8599,41.7716
6747.8990,41.0358
6747.9381,45.3473
6747.9772,52.6060
6748.0163,46.7068
6748.0554,47.0103
6748.0945,43.9110
6748.1336,44.9803
6748.1727,51.4277
6748.2118,48.7070
6748.2509,43.6885
6748.2900,37.8607
6748.3291,43.6016
6748.3682,54.0094
6748.4073,56.1287
6748.4463,44.1023
6748.4854,48.5184
6748.5245,45.7659
6748.5636,46.4802
6748.6027,57.5816
6748.6418,41.7291
6748.6809,35.4081
6748.7200,51.3653
6748.7591,50.9602
6748.7982,42.3726
6748.8373,39.9365
6748.8764,46.6049
6748.9155,37.7306
6748.9546,50.0377
6748.9937,58.7669
6749.0328,42.4584
6749.0719,38.2558
6749.1110,39.3150
6749.1501,49.0640
6749.1891,35.0663
6749.2282,30.1128
6749.2673,42.2622
6749.3064,37.3941
6749.3455,40.1304
6749.3846,40.8137
6749.4237,43.1911
6749.4628,52.5479
6749.5019,44.4674
6749.5410,45.0842
6749.5801,43.4574
6749.6192,55.6632
6749.6583,41.3064
6749.6974,39.8871
6749.7365,56.3057
6749.7756,47.0645
6749.8147,46.3091
6749.8538,57.6690
6749.8929,42.8967
6749.9319,38.5467
6749.9710,31.5345
6750.0101,34.6891
6750.0492,52.2703
6750.0883,48.6820
6750.1274,39.0518
6750.1665,40.6956
6750.2056,41.9410
6750.2447,42.9284
6750.2838,45.8254
6750.3229,45.7814
6750.3620,48.9640
6750.4011,47.6518
6750.4402,55.2870
6750.4793,49.2483
6750.5184,53.8456
6750.5575,50.1250
6750.5966,43.0841
6750.6356,51.8527
6750.6747,56.5125
6750.7138,56.1296
6750.7529,55.7299
6750.7920,39.2837
6750.8311,41.8412
6750.8702,40.6510
6750.9093,48.5025
6750.9484,40.0315
6750.9875,26.1193
6751.0266,46.7041
6751.0657,50.7446
6751.1048,44.0845
6751.1439,51.6587
6751.1830,40.1230
6751.2221,33.4711
6751.2612,29.6697
6751.3003,37.5266
6751.3394,42.1592
6751.3784,35.7489
6751.4175,41.1059
6751.4566,43.9479
6751.4957,45.3001
6751.5348,39.1989
6751.5739,37.4719
6751.6130,40.0797
6751.6521,44.6380
6751.6912,49.9531
6751.7303,43.4303
6751.7694,41.9518
6751.8085,41.6992
6751.8476,47.2669
6751.8867,47.5401
6751.9258,43.4045
6751.9649,34.6787
6752.0040,41.2946
6752.0431,48.5605
6752.0822,22.6850
6752.1212,43.8791
6752.1603,37.9374
6752.1994,30.9513
6752.2385,38.0870
6752.2776,41.4741
6752.3167,40.4874
6752.3558,34.4227
6752.3949,43.6165
6752.4340,33.7230
6752.4731,39.8086
6752.5122,55.4402
6752.5513,39.7163
6752.5904,48.2994
6752.6295,53.3174
6752.6686,50.3112
6752.7077,52.6652
6752.7468,54.7873
6752.7859,49.5880
6752.8250,42.9415
6752.8640,35.4405
6752.9031,43.3184
6752.9422,47.4833
6752.9813,48.8070
6753.0204,53.5812
6753.0595,56.9067
6753.0986,38.3557
6753.1377,45.5257
6753.1768,45.1515
6753.2159,50.5032
6753.2550,35.4792
6753.2941,47.6395
6753.3332,52.5922
6753.3723,47.7728
6753.4114,39.8039
6753.4505,53.2341
6753.4896,55.0867
6753.5287,39.9790
6753.5678,59.2691
